,ambiguous symbol,number of abstracts with a match
8926,PPIASE,9471
8927, HADA2,3
8928,STMY3,3
8929,HSP70-HOM,69
8930, MGC99481,0
8931, FLJ14298,0
8932, LILRB7,0
8933, PAP2,285
8934,C11orf48,2
8935, UAP56,138
8936, D6S59E,0
8937, MY016,0
8938,ARMC4P1,0
8939, U1,7172
8940, TPT,2535
8941,TRAPPC2P1,1
8942,OR2DG,0
8943, TAS2R47,0
8944,ACTBL1,0
8945, TCRBV8S1P,0
8946,PP2CB,0
8947, CMRF35A4,0
8948, MLP1,105
8949,HZF1,7
8950,PRAP,109
8951, PCA1,260
8952,PRGA,31
8953,Vma10,15
8954, RAB2L,1
8955,CRBP-III,7
8956, IBA1,5264
8957, KE4,48
8958,IMD28,0
8959,AITD3,0
8960,MTC,7291
8961, OCT3/4,1287
8962, HARP,2382
8963,CTPP1,1
8964, p25,6441
8965, CNRS4,0
8966,ACSM2,12
8967,CYP4F-SE3[6:7:8],0
8968, ZFP38-L,0
8969, LINC00202,4
8970, DOM3Z,16
8971,TCF6L3,0
8972, PRG1,97
8973, SCAMC-1,7
8974, HNRPR,12
8975, SELR,38
8976, ZFP46,0
8977,H2BC7,0
8978,H-REV107,29
8979,INSSA3,0
8980, KIAA1241,0
8981,TCRGV,9
8982,MRP7,98
8983, P450C21B,11
8984, MHAM,51
8985, P97,1861
8986, FLJ32618,0
8987, TRBV54,2
8988, G6A,88
8989,ONCO-LNCRNA-12,1
8990, PMS2L9,0
8991,NPIP,175
8992,HSA-MIR-1199,2
8993,SHY1,31
8994, MAPTL,0
8995, CES7,7
8996, VU1.5,0
8997, PTD017,0
8998,HCCR-2,5
8999, TCONS_00019134,266
9000, CDK11-P110,20
9001, ERICH1-AS1,2
9002,FLJ46072,0
9003, STARD12,4
9004, NY-BR-99,0
9005,CLR19.4,0
9006,OTEX,4
9007, PBLT,37
9008,SYNGR2P,0
9009, NBIA5,3
9010, OST001,0
9011,SCP3,294
9012,MBS,5553
9013, NCRNA00032,0
9014,FLJ30932,0
9015,PCN,4121
9016,CLF,3087
9017, JM10,17
9018,FBW6,4
9019,PCDH-BETA1,0
9020,GARP,596
9021, KCASH1,1
9022, SMNC,60
9023, PSF2,71
9024, MGC4147,0
9025, KIAA0653,2
9026,SEF,1556
9027,C4,59994
9028,GLUT9,354
9029,ZNF183,4
9030, PPND,70
9031,CO4,2500
9032,SAA,8825
9033,BA373N24.1,0
9034,E2F-2,69
9035,PRAAS3,0
9036,IL-1RACPIP,0
9037, GRASP1,17
9038, MAS-L,229
9039, DKFZP434D1335,0
9040, EBP,10604
9041,EOS,8112
9042,LBP,12299
9043, DNF15S2,22
9044,NNX3,2
9045, ALPHA-1-ANTITRYPSIN,15016
9046, KIR2DL5,132
9047,IFITMD8,0
9048, HCG-V,13
9049, PTR,9216
9050,SDR1,27
9051,ACA50,0
9052, PRX2,312
9053,PIP1,278
9054,HLA-16,4
9055, CA5BP,0
9056,DR4,5755
9057,C9ORF96,0
9058, MGC4505,0
9059,FAM90A23P,0
9060, p200,1416
9061, IGHD39,0
9062,TCRBV13S6A2T,0
9063, KIAA0257,0
9064, DDCT,80
9065,AGPAT10,1
9066, POD1,1163
9067, TID1-S,8
9068,FAE,1427
9069,P23,2835
9070, G18.1A,0
9071,OR2A26,0
9072, TTL,1732
9073,IGHER,20
9074,AN,10319370
9075, CEP2,28
9076,LNMAT1,4
9077, ARP,3217
9078,MSS4,100
9079, MOS2,10325
9080,CYP11B,157
9081,C10ORF102,0
9082,KIAA0172,1
9083, H-SEMA-L,1
9084, FLJ36878,0
9085,KAP17.1,0
9086, DIORA-1,2
9087, DRS1,32
9088,ELK1,1783
9089, MGC9379,0
9090,P17,2997
9091,TTY11,0
9092,EPPK,64
9093,ACSVL3,9
9094,HST16328,0
9095,MAC-1,5893
9096, MCIF,15
9097,CA21H,0
9098, WRCH-1,16
9099,H2BFH,0
9100, TBC1D3I,0
9101, SACM2L,7
9102,MCDR2,3
9103,MLT,1736
9104,ALX,1120
9105,FCG1,5
9106, SUR2,356
9107, DEFT1,0
9108,ARAT,1357
9109, KIAA9001,0
9110, TR3,462
9111, HCGVIII,0
9112, TLH29,0
9113,LYP,983
9114,DRP,2376
9115, MTMR8,14
9116, KIAA0125,20
9117, NOCIR,5
9118,STY,817
9119,KIAA0013,0
9120,PRR20C,0
9121,H2-KE2,0
9122,PCDH-BETA14,0
9123, NR2B2,4
9124,TFIIIB90,14
9125, GPATCH5,0
9126, DJ222E13.1,0
9127,GCET2,14
9128, DKFZP434F122,0
9129,CTSO1,0
9130, FAM22H,0
9131, TCRBV5S2P,0
9132,PS1,6643
9133, TL-PST,27
9134, HSPC029,0
9135, NOP9,14
9136,HBSCI,0
9137, TYRO4,4
9138,CCDC74B-AS1,0
9139,GAGE-7B,3
9140,Mar1,317
9141,PTAR3,2
9142, ZNF166,0
9143, C6ORF38,0
9144,p25beta,4
9145, HD-6,522
9146,TCRBV17S1,0
9147, DEFB2,49
9148,CLM7,3
9149,CASP12P1,1
9150, TRNP,142
9151,ANCO1,11
9152, CAP,61017
9153,A30,828
9154,RNA18SP,0
9155,BC008134,0
9156,DEFAP1,0
9157,HPMC2,8
9158, ZNF144,0
9159,GASP-1,42
9160,IGKV133,6
9161,P15,6824
9162, PAAT,147
9163,CT90,120
9164, TTC-15,5
9165,GPXL2,2
9166, P180,457
9167,ALDR1,5
9168,5'OY11.1,0
9169, CLAMP,188844
9170,FAM39DP,0
9171,KAP9.4,0
9172,DEF5,5
9173,BCX101P6.9,0
9174, HLDA2,0
9175, POIR,1051
9176,FLJ16107,0
9177, P18,2955
9178, LINC00032,0
9179,MLC2,478
9180,WS,18212
9181,ASV,6564
9182,RNU1-126,0
9183, GPATC4,1
9184, UNG2,144
9185, GALT4,14
9186,LPSAT,3
9187,HS1,932
9188, KATI,808
9189,GST,27929
9190, NFBD1,37
9191, PLIP,100
9192, TRBV103,1
9193,FAME2,19
9194,OR2T7P,0
9195, DNAAF12,0
9196,SPG49,10
9197,EIF2B5-IT1,0
9198, PSF1,86
9199, PRED57,0
9200,PP2Calpha,78
9201,C6ORF27,1
9202,DUX2,0
9203,DUB3,42
9204, NADRIN,14
9205,D6S2650E,0
9206,SDH2,96
9207,DMC,4824
9208, DKFZP586E1923,0
9209,HPH-3,9
9210, POTE15,0
9211,CENP-P,12
9212,OR2A14P,0
9213,ighv,1351
9214,LAMP-3,70
9215, HS126B42,0
9216, PTEN1,6
9217, TTP,10273
9218,H2BC4,1
9219,HHS,3342001
9220,AZFA,379
9221,LAT,17090
9222,DKFZP434E092,0
9223, TRBV67,1
9224,C6ST,39
9225,CD98,1917
9226, FLJ22795,0
9227,AMAC1L3,0
9228, H3FT,2
9229, FLJ32666,0
9230, MBL1P1,3
9231, MRCL3,2
9232,VPP2,4
9233,CYP2B7,10
9234,HEL-75,1
9235,EM:AB023049.2,600323
9236,SST1,551
9237,RD,210682
9238, RAP55A,4
9239,EDDM2B,0
9240, SISD,28
9241,D3F15S2,29
9242, TCTEX-6,0
9243, GRAN2,4
9244, T2R56,0
9245,CHSY2,4
9246, HCGIX4,0
9247, SEN1,171
9248, SLC6A10,3
9249,BEY,1441
9250, HBSCI,0
9251, MAGEA2,64
9252, FLJ32830,0
9253,BENE,2105
9254, P450-DB1,7
9255,HSFY,42
9256, ACC,35596
9257, MASP,1001
9258,LNCRNA-HEIM,1
9259, SNO,5667
9260,PCDH-ALPHA3,0
9261, MAPE,1631
9262, ICOSL,462
9263,FLJ10420,0
9264,FLJ20525,0
9265,IKBL,27
9266,PNK,420
9267, GCNT5,0
9268, ZNF590,0
9269,NPH1,171
9270,AL928768.3,4
9271,SPG,1956
9272,KNTC2AP,0
9273,CLR19.9,0
9274, CTSLL7,0
9275,CENPBD1P1,0
9276, CED-12,57
9277,TCRBV10S3,0
9278,MCOPS1,14
9279,HCGIV-08,0
9280,LINC00846,0
9281, BUTR1,0
9282, KIAA1689,0
9283,ZNF796,0
9284, NRL-MAF,2
9285,POTE2BETA,1
9286, HOX12,9
9287, DKFZP434A171,0
9288, TP73-AS1,102
9289,H5,15438
9290,KIAA1879,1
9291,FAM25B,0
9292,CIP,7498
9293,DKFZP434D146,0
9294,EST,38730
9295, LNP,1847
9296, TAF3B1,0
9297, NS,412126
9298,KIAA0330,0
9299,C21orf77,0
9300, IFNGT1,0
9301,TPT,2535
9302,USP17,60
9303, RING7,3
9304, DEFB106,2
9305,BGR,619
9306,BETA5I,224
9307, ILRS,214
9308,RNU73,0
9309,SIP1,412
9310, LPTL,29
9311,KAP10.9,0
9312,GOLGA6L24P,0
9313, RP13,46
9314, TCEB1P25,0
9315,VI-3B,3
9316,PMS4,5
9317,BBC1P,1
9318, C4B,3408
9319,GIYD1,0
9320,MIP-1-beta,361
9321, NAT8BP,0
9322,RCC,25333
9323, CYRN1,2
9324, PYPAF3,5
9325, MIRN24-2,0
9326,ASB-2,30
9327,C6ORF162,0
9328,EIF3-P110,1150
9329,HET,18104
9330,COT,3739
9331,C17ORF61,2
9332,TNT,6550
9333,TDE2,11
9334,XXBAC-BPG181B23.4,0
9335,IGHD423,1
9336, PRL-R,274
9337,IGHV(II)-67-1,0
9338, SPC3,94
9339,EMT,40783
9340,RK,12440
9341, KRTHA1,0
9342,OR51H1P,0
9343, NBR,906
9344, U52,153
9345, TSSC5,12
9346,SNF1LK,13
9347,BTHLM1,1
9348,C12ORF14,0
9349,G0S19-1,3
9350,p60TRP,9
9351,FLJ25918,0
9352, SCA-2,127
9353,CNA2,39
9354,DJ271M21.3,0
9355,D6S2244E,0
9356,p90,1941
9357, FLJ00038,0
9358, TSA-1,113
9359, HED,1694
9360,TCRBV12S5,0
9361, U1C1,3
9362,HNRPG,1
9363, LPLAT,33
9364,MORF,671
9365,WBSCR7,0
9366,RFC,2968
9367, STAG3OS,0
9368,SPANX-C,4
9369, ACC2,395
9370,MIP2,2610
9371,FCHL2,1
9372,BEC-1,96
9373, KV7.1,255
9374,LRP9,6
9375, CARP,21385
9376,EJM6,0
9377,BCX31G15.2,0
9378, EPHT1,0
9379,M-PST,42
9380,CXDELq22.3,0
9381,LAT3,57
9382,GC1,962
9383, L19,409
9384, TAP,30142
9385, HEL2,52
9386,SNRNP65,0
9387, SAPL,97
9388,F5F8D,54
9389, TRBJ26,2
9390, SMT3BP,0
9391, P58,705
9392,LMNL1,0
9393,NG2-6,3
9394,RIP5,11
9395,MTB,13285
9396,EPAC,1464
9397,S4,19131
9398, U3b2,0
9399,ARTD5,8
9400, EAP1,91
9401,LAK,4378
9402, PPIP9,0
9403,PED,6926
9404, RNU1-147,0
9405,HCP,8713
9406, FLJ11152,1
9407, ILT1,17
9408, OST742,0
9409,PABP1,123
9410, ILT3,151
9411, NR1,3908
9412,GCOM1,8
9413,ARIA,2584
9414,GPD,1282
9415,TRYX3,0
9416,SPGF52,0
9417, NIRF,1133
9418,FLJ25033,1
9419,BP75,21
9420,DPPIV,1951
9421, PGPL,32
9422, LPIAT1,22
9423, SCYA5,13
9424, SIP-1,55
9425, ZNF632,0
9426,FLJ20219,0
9427, FAM75D5P,0
9428,RN5S16,0
9429, MAGEG1,10
9430,CED-4,327
9431,HIS2,561
9432,SCA31,69
9433,CD85H,2
9434, HCGIV.7,0
9435,FLJ33596,0
9436,DEFB-7,1
9437,CIR,33762
9438,ESG1,16
9439, FCG2,3
9440,FLJ20565,0
9441, MIO,2706
9442,GCB,2000
9443,LIN-41,113
9444, CT45.4,0
9445, P31,2212
9446,IMD7,0
9447, SMK1,48
9448,ZNF779,0
9449, IGHD33,6
9450, FHR2,25
9451, SEC16S,1
9452, SERRSMT,0
9453, EMA,17704
9454, MST,8784
9455,FBXW6,2
9456, MGC40441,0
9457, FSAP105,0
9458,MCH2,80
9459, HLA-59,0
9460,DKFZP434L1435,0
9461, IZP6,4
9462,p41,36460
9463,PBF,2373
9464, VCPDM,11
9465, TRIP3,11
9466,CAM1,280
9467, MIC2Y,6
9468,SYT14L,1
9469, SELB,317
9470,S6,22764
9471,NF-E1,58
9472,BAHD2,0
9473,MRGX1,19
9474, NAIC,71
9475,PAPA1,12
9476,KAP9.3,0
9477,TCF-3,48
9478,HU-1,494
9479, PEPCK2,6
9480, HNPCC,6709
9481,MDCR,48
9482,KAP9.8,0
9483, CES1A2,20
9484,CKR-1,22
9485, PFD6,11
9486,ARK,7238
9487,PC-1,1394
9488,PRO0659,0
9489,D6S60,0
9490, XAGE1E,0
9491,GLYT1,538
9492, TXLNG2P,1
9493, PC3,15650
9494,p24,8919
9495, ZFP27,1
9496,NOMO,144
9497, SPBC25,1
9498, EST123147,0
9499,EF-1D,0
9500, DIVA,1204
